"coordinates (lat,lon)",location_id (id),model (name),model elevation (surface),utc_offset (hrs),temperature (degC),datetime
"(30.2, -97.7)",A,era5,200.2,-6.0,24.7,1968-07-09
"(30.2, -97.7)",A,era5,200.2,-6.0,25.28,1968-07-10
"(30.2, -97.7)",A,era5,200.2,-6.0,26.0,1968-07-11
"(30.2, -97.7)",A,era5,200.2,-6.0,24.41,1968-07-12
"(30.2, -97.7)",A,era5,200.2,-6.0,26.57,1968-07-13
"(30.2, -97.7)",A,era5,200.2,-6.0,27.41,1968-07-14
"(30.2, -97.7)",A,era5,200.2,-6.0,27.55,1968-07-15
"(30.2, -97.7)",A,era5,200.2,-6.0,27.86,1968-07-16
"(30.2, -97.7)",A,era5,200.2,-6.0,27.59,1968-07-17
"(30.2, -97.7)",A,era5,200.2,-6.0,27.32,1968-07-18
"(30.2, -97.7)",A,era5,200.2,-6.0,26.96,1968-07-19
"(30.2, -97.7)",A,era5,200.2,-6.0,26.55,1968-07-20
"(30.2, -97.7)",A,era5,200.2,-6.0,26.35,1968-07-21
"(30.2, -97.7)",A,era5,200.2,-6.0,27.98,1968-07-22
"(30.2, -97.7)",A,era5,200.2,-6.0,28.03,1968-07-23
"(30.2, -97.7)",A,era5,200.2,-6.0,27.96,1968-07-24
"(30.2, -97.7)",A,era5,200.2,-6.0,27.42,1968-07-25
"(30.2, -97.7)",A,era5,200.2,-6.0,27.35,1968-07-26
"(30.2, -97.7)",A,era5,200.2,-6.0,27.74,1968-07-27
"(30.2, -97.7)",A,era5,200.2,-6.0,27.85,1968-07-28
"(30.2, -97.7)",A,era5,200.2,-6.0,28.05,1968-07-29
"(30.2, -97.7)",A,era5,200.2,-6.0,28.38,1968-07-30
"(30.2, -97.7)",A,era5,200.2,-6.0,28.93,1968-07-31
"(30.2, -97.7)",A,era5,200.2,-6.0,28.43,1968-08-01
"(30.2, -97.7)",A,era5,200.2,-6.0,28.06,1968-08-02
"(30.2, -97.7)",A,era5,200.2,-6.0,28.12,1968-08-03
"(30.2, -97.7)",A,era5,200.2,-6.0,27.91,1968-08-04
"(30.2, -97.7)",A,era5,200.2,-6.0,27.15,1968-08-05
"(30.2, -97.7)",A,era5,200.2,-6.0,27.87,1968-08-06
"(30.2, -97.7)",A,era5,200.2,-6.0,28.66,1968-08-07
"(30.2, -97.7)",A,era5,200.2,-6.0,29.43,1968-08-08
"(30.2, -97.7)",A,era5,200.2,-6.0,29.67,1968-08-09
"(30.2, -97.7)",A,era5,200.2,-6.0,29.84,1968-08-10
"(30.2, -97.7)",A,era5,200.2,-6.0,29.39,1968-08-11
"(30.2, -97.7)",A,era5,200.2,-6.0,29.27,1968-08-12
"(30.2, -97.7)",A,era5,200.2,-6.0,29.12,1968-08-13
"(30.2, -97.7)",A,era5,200.2,-6.0,28.99,1968-08-14
"(30.2, -97.7)",A,era5,200.2,-6.0,29.86,1968-08-15
"(30.2, -97.7)",A,era5,200.2,-6.0,29.79,1968-08-16
"(30.2, -97.7)",A,era5,200.2,-6.0,29.08,1968-08-17
"(30.2, -97.7)",A,era5,200.2,-6.0,27.96,1968-08-18
"(30.2, -97.7)",A,era5,200.2,-6.0,28.71,1968-08-19
"(30.2, -97.7)",A,era5,200.2,-6.0,29.07,1968-08-20
"(30.2, -97.7)",A,era5,200.2,-6.0,28.63,1968-08-21
"(30.2, -97.7)",A,era5,200.2,-6.0,28.89,1968-08-22
"(30.2, -97.7)",A,era5,200.2,-6.0,29.2,1968-08-23
"(30.2, -97.7)",A,era5,200.2,-6.0,27.75,1968-08-24
"(30.2, -97.7)",A,era5,200.2,-6.0,27.28,1968-08-25
"(30.2, -97.7)",A,era5,200.2,-6.0,28.23,1968-08-26
"(30.2, -97.7)",A,era5,200.2,-6.0,28.32,1968-08-27
"(30.2, -97.7)",A,era5,200.2,-6.0,25.94,1968-08-28
"(30.2, -97.7)",A,era5,200.2,-6.0,25.43,1968-08-29
"(30.2, -97.7)",A,era5,200.2,-6.0,26.34,1968-08-30
"(30.2, -97.7)",A,era5,200.2,-6.0,25.14,1968-08-31
"(30.2, -97.7)",A,era5,200.2,-6.0,25.74,1968-09-01
"(30.2, -97.7)",A,era5,200.2,-6.0,23.45,1968-09-02
"(30.2, -97.7)",A,era5,200.2,-6.0,25.78,1968-09-03
"(30.2, -97.7)",A,era5,200.2,-6.0,27.77,1968-09-04
"(30.2, -97.7)",A,era5,200.2,-6.0,22.44,1968-09-05
"(30.2, -97.7)",A,era5,200.2,-6.0,23.89,1968-09-06
"(30.2, -97.7)",A,era5,200.2,-6.0,25.21,1968-09-07
"(30.2, -97.7)",A,era5,200.2,-6.0,26.97,1968-09-08
"(30.2, -97.7)",A,era5,200.2,-6.0,26.86,1968-09-09
"(30.2, -97.7)",A,era5,200.2,-6.0,23.65,1968-09-10
"(30.2, -97.7)",A,era5,200.2,-6.0,21.3,1968-09-11
"(30.2, -97.7)",A,era5,200.2,-6.0,21.64,1968-09-12
"(30.2, -97.7)",A,era5,200.2,-6.0,21.85,1968-09-13
"(30.2, -97.7)",A,era5,200.2,-6.0,21.08,1968-09-14
"(30.2, -97.7)",A,era5,200.2,-6.0,24.35,1968-09-15
"(30.2, -97.7)",A,era5,200.2,-6.0,27.96,1968-09-16
"(30.2, -97.7)",A,era5,200.2,-6.0,23.82,1968-09-17
"(30.2, -97.7)",A,era5,200.2,-6.0,19.88,1968-09-18
"(30.2, -97.7)",A,era5,200.2,-6.0,21.81,1968-09-19
"(30.2, -97.7)",A,era5,200.2,-6.0,25.95,1968-09-20
"(30.2, -97.7)",A,era5,200.2,-6.0,26.69,1968-09-21
"(30.2, -97.7)",A,era5,200.2,-6.0,25.61,1968-09-22
"(30.2, -97.7)",A,era5,200.2,-6.0,26.02,1968-09-23
"(30.2, -97.7)",A,era5,200.2,-6.0,24.56,1968-09-24
"(30.2, -97.7)",A,era5,200.2,-6.0,22.2,1968-09-25
"(30.2, -97.7)",A,era5,200.2,-6.0,20.75,1968-09-26
"(30.2, -97.7)",A,era5,200.2,-6.0,19.75,1968-09-27
"(30.2, -97.7)",A,era5,200.2,-6.0,20.88,1968-09-28
"(30.2, -97.7)",A,era5,200.2,-6.0,21.32,1968-09-29
"(30.2, -97.7)",A,era5,200.2,-6.0,21.96,1968-09-30
"(30.2, -97.7)",A,era5,200.2,-6.0,22.54,1968-10-01
"(30.2, -97.7)",A,era5,200.2,-6.0,24.7,1968-10-02
"(30.2, -97.7)",A,era5,200.2,-6.0,25.24,1968-10-03
"(30.2, -97.7)",A,era5,200.2,-6.0,19.8,1968-10-04
"(30.2, -97.7)",A,era5,200.2,-6.0,21.53,1968-10-05
"(30.2, -97.7)",A,era5,200.2,-6.0,22.99,1968-10-06
"(30.2, -97.7)",A,era5,200.2,-6.0,20.85,1968-10-07
"(30.2, -97.7)",A,era5,200.2,-6.0,24.54,1968-10-08
"(30.2, -97.7)",A,era5,200.2,-6.0,25.2,1968-10-09
"(30.2, -97.7)",A,era5,200.2,-6.0,20.04,1968-10-10
"(30.2, -97.7)",A,era5,200.2,-6.0,20.85,1968-10-11
"(30.2, -97.7)",A,era5,200.2,-6.0,24.2,1968-10-12
"(30.2, -97.7)",A,era5,200.2,-6.0,25.64,1968-10-13
"(30.2, -97.7)",A,era5,200.2,-6.0,25.52,1968-10-14
"(30.2, -97.7)",A,era5,200.2,-6.0,25.69,1968-10-15
"(30.2, -97.7)",A,era5,200.2,-6.0,24.66,1968-10-16
"(30.2, -97.7)",A,era5,200.2,-6.0,20.02,1968-10-17
"(30.2, -97.7)",A,era5,200.2,-6.0,16.78,1968-10-18
"(30.2, -97.7)",A,era5,200.2,-6.0,17.49,1968-10-19
"(30.2, -97.7)",A,era5,200.2,-6.0,20.63,1968-10-20
"(30.2, -97.7)",A,era5,200.2,-6.0,20.42,1968-10-21
"(30.2, -97.7)",A,era5,200.2,-6.0,21.27,1968-10-22
"(30.2, -97.7)",A,era5,200.2,-6.0,21.78,1968-10-23
"(30.2, -97.7)",A,era5,200.2,-6.0,19.04,1968-10-24
"(30.2, -97.7)",A,era5,200.2,-6.0,14.5,1968-10-25
"(30.2, -97.7)",A,era5,200.2,-6.0,17.88,1968-10-26
"(30.2, -97.7)",A,era5,200.2,-6.0,19.1,1968-10-27
"(30.2, -97.7)",A,era5,200.2,-6.0,17.74,1968-10-28
"(30.2, -97.7)",A,era5,200.2,-6.0,19.11,1968-10-29
"(30.2, -97.7)",A,era5,200.2,-6.0,21.68,1968-10-30
"(30.2, -97.7)",A,era5,200.2,-6.0,23.53,1968-10-31
"(30.2, -97.7)",A,era5,200.2,-6.0,22.17,1968-11-01
"(30.2, -97.7)",A,era5,200.2,-6.0,21.92,1968-11-02
"(30.2, -97.7)",A,era5,200.2,-6.0,17.81,1968-11-03
"(30.2, -97.7)",A,era5,200.2,-6.0,12.42,1968-11-04
"(30.2, -97.7)",A,era5,200.2,-6.0,16.53,1968-11-05
"(30.2, -97.7)",A,era5,200.2,-6.0,16.73,1968-11-06
"(30.2, -97.7)",A,era5,200.2,-6.0,13.23,1968-11-07
"(30.2, -97.7)",A,era5,200.2,-6.0,8.67,1968-11-08
"(30.2, -97.7)",A,era5,200.2,-6.0,5.88,1968-11-09
"(30.2, -97.7)",A,era5,200.2,-6.0,10.13,1968-11-10
"(30.2, -97.7)",A,era5,200.2,-6.0,9.62,1968-11-11
"(30.2, -97.7)",A,era5,200.2,-6.0,7.43,1968-11-12
"(30.2, -97.7)",A,era5,200.2,-6.0,14.54,1968-11-13
"(30.2, -97.7)",A,era5,200.2,-6.0,20.65,1968-11-14
"(30.2, -97.7)",A,era5,200.2,-6.0,20.65,1968-11-15
"(30.2, -97.7)",A,era5,200.2,-6.0,14.61,1968-11-16
"(30.2, -97.7)",A,era5,200.2,-6.0,16.57,1968-11-17
"(30.2, -97.7)",A,era5,200.2,-6.0,10.43,1968-11-18
"(30.2, -97.7)",A,era5,200.2,-6.0,7.89,1968-11-19
"(30.2, -97.7)",A,era5,200.2,-6.0,10.51,1968-11-20
"(30.2, -97.7)",A,era5,200.2,-6.0,12.88,1968-11-21
"(30.2, -97.7)",A,era5,200.2,-6.0,14.93,1968-11-22
"(30.2, -97.7)",A,era5,200.2,-6.0,19.24,1968-11-23
"(30.2, -97.7)",A,era5,200.2,-6.0,17.49,1968-11-24
"(30.2, -97.7)",A,era5,200.2,-6.0,11.98,1968-11-25
"(30.2, -97.7)",A,era5,200.2,-6.0,19.56,1968-11-26
"(30.2, -97.7)",A,era5,200.2,-6.0,10.72,1968-11-27
"(30.2, -97.7)",A,era5,200.2,-6.0,8.19,1968-11-28
"(30.2, -97.7)",A,era5,200.2,-6.0,7.35,1968-11-29
"(30.2, -97.7)",A,era5,200.2,-6.0,6.93,1968-11-30
"(30.2, -97.7)",A,era5,200.2,-6.0,7.32,1968-12-01
"(30.2, -97.7)",A,era5,200.2,-6.0,9.1,1968-12-02
"(30.2, -97.7)",A,era5,200.2,-6.0,11.16,1968-12-03
"(30.2, -97.7)",A,era5,200.2,-6.0,7.37,1968-12-04
"(30.2, -97.7)",A,era5,200.2,-6.0,9.65,1968-12-05
"(30.2, -97.7)",A,era5,200.2,-6.0,9.03,1968-12-06
"(30.2, -97.7)",A,era5,200.2,-6.0,8.42,1968-12-07
"(30.2, -97.7)",A,era5,200.2,-6.0,4.6,1968-12-08
"(30.2, -97.7)",A,era5,200.2,-6.0,7.09,1968-12-09
"(30.2, -97.7)",A,era5,200.2,-6.0,12.89,1968-12-10
"(30.2, -97.7)",A,era5,200.2,-6.0,15.05,1968-12-11
"(30.2, -97.7)",A,era5,200.2,-6.0,18.86,1968-12-12
"(30.2, -97.7)",A,era5,200.2,-6.0,10.53,1968-12-13
"(30.2, -97.7)",A,era5,200.2,-6.0,5.96,1968-12-14
"(30.2, -97.7)",A,era5,200.2,-6.0,4.57,1968-12-15
"(30.2, -97.7)",A,era5,200.2,-6.0,7.76,1968-12-16
"(30.2, -97.7)",A,era5,200.2,-6.0,16.93,1968-12-17
"(30.2, -97.7)",A,era5,200.2,-6.0,18.89,1968-12-18
"(30.2, -97.7)",A,era5,200.2,-6.0,9.18,1968-12-19
"(30.2, -97.7)",A,era5,200.2,-6.0,9.47,1968-12-20
"(30.2, -97.7)",A,era5,200.2,-6.0,15.4,1968-12-21
"(30.2, -97.7)",A,era5,200.2,-6.0,12.26,1968-12-22
"(30.2, -97.7)",A,era5,200.2,-6.0,4.41,1968-12-23
"(30.2, -97.7)",A,era5,200.2,-6.0,4.39,1968-12-24
"(30.2, -97.7)",A,era5,200.2,-6.0,10.31,1968-12-25
"(30.2, -97.7)",A,era5,200.2,-6.0,16.64,1968-12-26
"(30.2, -97.7)",A,era5,200.2,-6.0,19.03,1968-12-27
"(30.2, -97.7)",A,era5,200.2,-6.0,9.89,1968-12-28
"(30.2, -97.7)",A,era5,200.2,-6.0,10.47,1968-12-29
"(30.2, -97.7)",A,era5,200.2,-6.0,15.94,1968-12-30
"(30.2, -97.7)",A,era5,200.2,-6.0,4.72,1968-12-31
"(30.2, -97.7)",A,era5,200.2,-6.0,0.13,1969-01-01
"(30.2, -97.7)",A,era5,200.2,-6.0,4.82,1969-01-02
"(30.2, -97.7)",A,era5,200.2,-6.0,7.86,1969-01-03
"(30.2, -97.7)",A,era5,200.2,-6.0,2.35,1969-01-04
"(30.2, -97.7)",A,era5,200.2,-6.0,1.33,1969-01-05
"(30.2, -97.7)",A,era5,200.2,-6.0,7.37,1969-01-06
"(30.2, -97.7)",A,era5,200.2,-6.0,11.17,1969-01-07
"(30.2, -97.7)",A,era5,200.2,-6.0,15.52,1969-01-08
"(30.2, -97.7)",A,era5,200.2,-6.0,9.69,1969-01-09
"(30.2, -97.7)",A,era5,200.2,-6.0,3.07,1969-01-10
"(30.2, -97.7)",A,era5,200.2,-6.0,4.42,1969-01-11
"(30.2, -97.7)",A,era5,200.2,-6.0,5.61,1969-01-12
"(30.2, -97.7)",A,era5,200.2,-6.0,10.44,1969-01-13
"(30.2, -97.7)",A,era5,200.2,-6.0,14.34,1969-01-14
"(30.2, -97.7)",A,era5,200.2,-6.0,15.93,1969-01-15
"(30.2, -97.7)",A,era5,200.2,-6.0,17.93,1969-01-16
"(30.2, -97.7)",A,era5,200.2,-6.0,17.03,1969-01-17
"(30.2, -97.7)",A,era5,200.2,-6.0,14.32,1969-01-18
"(30.2, -97.7)",A,era5,200.2,-6.0,10.47,1969-01-19
"(30.2, -97.7)",A,era5,200.2,-6.0,11.87,1969-01-20
"(30.2, -97.7)",A,era5,200.2,-6.0,17.37,1969-01-21
"(30.2, -97.7)",A,era5,200.2,-6.0,17.63,1969-01-22
"(30.2, -97.7)",A,era5,200.2,-6.0,17.53,1969-01-23
"(30.2, -97.7)",A,era5,200.2,-6.0,8.13,1969-01-24
"(30.2, -97.7)",A,era5,200.2,-6.0,3.65,1969-01-25
"(30.2, -97.7)",A,era5,200.2,-6.0,10.5,1969-01-26
"(30.2, -97.7)",A,era5,200.2,-6.0,17.28,1969-01-27
"(30.2, -97.7)",A,era5,200.2,-6.0,19.47,1969-01-28
"(30.2, -97.7)",A,era5,200.2,-6.0,20.58,1969-01-29
"(30.2, -97.7)",A,era5,200.2,-6.0,18.18,1969-01-30
"(30.2, -97.7)",A,era5,200.2,-6.0,10.89,1969-01-31
"(30.2, -97.7)",A,era5,200.2,-6.0,10.82,1969-02-01
"(30.2, -97.7)",A,era5,200.2,-6.0,13.89,1969-02-02
"(30.2, -97.7)",A,era5,200.2,-6.0,10.0,1969-02-03
"(30.2, -97.7)",A,era5,200.2,-6.0,6.18,1969-02-04
"(30.2, -97.7)",A,era5,200.2,-6.0,10.47,1969-02-05
"(30.2, -97.7)",A,era5,200.2,-6.0,16.03,1969-02-06
"(30.2, -97.7)",A,era5,200.2,-6.0,17.5,1969-02-07
"(30.2, -97.7)",A,era5,200.2,-6.0,14.34,1969-02-08
"(30.2, -97.7)",A,era5,200.2,-6.0,9.91,1969-02-09
"(30.2, -97.7)",A,era5,200.2,-6.0,12.8,1969-02-10
"(30.2, -97.7)",A,era5,200.2,-6.0,14.84,1969-02-11
"(30.2, -97.7)",A,era5,200.2,-6.0,13.65,1969-02-12
"(30.2, -97.7)",A,era5,200.2,-6.0,12.72,1969-02-13
"(30.2, -97.7)",A,era5,200.2,-6.0,10.35,1969-02-14
"(30.2, -97.7)",A,era5,200.2,-6.0,9.99,1969-02-15
"(30.2, -97.7)",A,era5,200.2,-6.0,5.65,1969-02-16
"(30.2, -97.7)",A,era5,200.2,-6.0,5.48,1969-02-17
"(30.2, -97.7)",A,era5,200.2,-6.0,5.49,1969-02-18
"(30.2, -97.7)",A,era5,200.2,-6.0,6.25,1969-02-19
"(30.2, -97.7)",A,era5,200.2,-6.0,8.05,1969-02-20
"(30.2, -97.7)",A,era5,200.2,-6.0,12.4,1969-02-21
"(30.2, -97.7)",A,era5,200.2,-6.0,9.9,1969-02-22
"(30.2, -97.7)",A,era5,200.2,-6.0,10.65,1969-02-23
"(30.2, -97.7)",A,era5,200.2,-6.0,12.15,1969-02-24
"(30.2, -97.7)",A,era5,200.2,-6.0,12.87,1969-02-25
"(30.2, -97.7)",A,era5,200.2,-6.0,14.66,1969-02-26
"(30.2, -97.7)",A,era5,200.2,-6.0,18.8,1969-02-27
"(30.2, -97.7)",A,era5,200.2,-6.0,13.84,1969-02-28
"(30.2, -97.7)",A,era5,200.2,-6.0,11.81,1969-03-01
"(30.2, -97.7)",A,era5,200.2,-6.0,9.28,1969-03-02
"(30.2, -97.7)",A,era5,200.2,-6.0,7.61,1969-03-03
"(30.2, -97.7)",A,era5,200.2,-6.0,5.33,1969-03-04
"(30.2, -97.7)",A,era5,200.2,-6.0,9.22,1969-03-05
"(30.2, -97.7)",A,era5,200.2,-6.0,10.93,1969-03-06
"(30.2, -97.7)",A,era5,200.2,-6.0,11.81,1969-03-07
"(30.2, -97.7)",A,era5,200.2,-6.0,12.48,1969-03-08
"(30.2, -97.7)",A,era5,200.2,-6.0,4.72,1969-03-09
"(30.2, -97.7)",A,era5,200.2,-6.0,4.0,1969-03-10
"(30.2, -97.7)",A,era5,200.2,-6.0,4.6,1969-03-11
"(30.2, -97.7)",A,era5,200.2,-6.0,8.36,1969-03-12
"(30.2, -97.7)",A,era5,200.2,-6.0,10.1,1969-03-13
"(30.2, -97.7)",A,era5,200.2,-6.0,12.79,1969-03-14
"(30.2, -97.7)",A,era5,200.2,-6.0,10.25,1969-03-15
"(30.2, -97.7)",A,era5,200.2,-6.0,6.45,1969-03-16
"(30.2, -97.7)",A,era5,200.2,-6.0,9.6,1969-03-17
"(30.2, -97.7)",A,era5,200.2,-6.0,13.59,1969-03-18
"(30.2, -97.7)",A,era5,200.2,-6.0,16.73,1969-03-19
"(30.2, -97.7)",A,era5,200.2,-6.0,16.9,1969-03-20
"(30.2, -97.7)",A,era5,200.2,-6.0,15.74,1969-03-21
"(30.2, -97.7)",A,era5,200.2,-6.0,15.98,1969-03-22
"(30.2, -97.7)",A,era5,200.2,-6.0,18.11,1969-03-23
"(30.2, -97.7)",A,era5,200.2,-6.0,15.74,1969-03-24
"(30.2, -97.7)",A,era5,200.2,-6.0,10.39,1969-03-25
"(30.2, -97.7)",A,era5,200.2,-6.0,10.37,1969-03-26
"(30.2, -97.7)",A,era5,200.2,-6.0,13.18,1969-03-27
"(30.2, -97.7)",A,era5,200.2,-6.0,16.09,1969-03-28
"(30.2, -97.7)",A,era5,200.2,-6.0,18.28,1969-03-29
"(30.2, -97.7)",A,era5,200.2,-6.0,18.67,1969-03-30
"(30.2, -97.7)",A,era5,200.2,-6.0,16.17,1969-03-31
"(30.2, -97.7)",A,era5,200.2,-6.0,18.41,1969-04-01
"(30.2, -97.7)",A,era5,200.2,-6.0,20.42,1969-04-02
"(30.2, -97.7)",A,era5,200.2,-6.0,21.27,1969-04-03
"(30.2, -97.7)",A,era5,200.2,-6.0,21.51,1969-04-04
"(30.2, -97.7)",A,era5,200.2,-6.0,22.25,1969-04-05
"(30.2, -97.7)",A,era5,200.2,-6.0,17.74,1969-04-06
"(30.2, -97.7)",A,era5,200.2,-6.0,17.89,1969-04-07
"(30.2, -97.7)",A,era5,200.2,-6.0,21.96,1969-04-08
"(30.2, -97.7)",A,era5,200.2,-6.0,23.54,1969-04-09
"(30.2, -97.7)",A,era5,200.2,-6.0,22.81,1969-04-10
"(30.2, -97.7)",A,era5,200.2,-6.0,20.77,1969-04-11
"(30.2, -97.7)",A,era5,200.2,-6.0,18.98,1969-04-12
"(30.2, -97.7)",A,era5,200.2,-6.0,17.55,1969-04-13
"(30.2, -97.7)",A,era5,200.2,-6.0,16.83,1969-04-14
"(30.2, -97.7)",A,era5,200.2,-6.0,19.78,1969-04-15
"(30.2, -97.7)",A,era5,200.2,-6.0,22.3,1969-04-16
"(30.2, -97.7)",A,era5,200.2,-6.0,21.65,1969-04-17
"(30.2, -97.7)",A,era5,200.2,-6.0,18.06,1969-04-18
"(30.2, -97.7)",A,era5,200.2,-6.0,18.37,1969-04-19
"(30.2, -97.7)",A,era5,200.2,-6.0,18.56,1969-04-20
"(30.2, -97.7)",A,era5,200.2,-6.0,18.73,1969-04-21
"(30.2, -97.7)",A,era5,200.2,-6.0,20.13,1969-04-22
"(30.2, -97.7)",A,era5,200.2,-6.0,20.57,1969-04-23
"(30.2, -97.7)",A,era5,200.2,-6.0,20.49,1969-04-24
"(30.2, -97.7)",A,era5,200.2,-6.0,20.44,1969-04-25
"(30.2, -97.7)",A,era5,200.2,-6.0,21.32,1969-04-26
"(30.2, -97.7)",A,era5,200.2,-6.0,21.9,1969-04-27
"(30.2, -97.7)",A,era5,200.2,-6.0,17.71,1969-04-28
"(30.2, -97.7)",A,era5,200.2,-6.0,16.61,1969-04-29
"(30.2, -97.7)",A,era5,200.2,-6.0,18.09,1969-04-30
"(30.2, -97.7)",A,era5,200.2,-6.0,18.55,1969-05-01
"(30.2, -97.7)",A,era5,200.2,-6.0,20.73,1969-05-02
"(30.2, -97.7)",A,era5,200.2,-6.0,21.11,1969-05-03
"(30.2, -97.7)",A,era5,200.2,-6.0,21.59,1969-05-04
"(30.2, -97.7)",A,era5,200.2,-6.0,21.19,1969-05-05
"(30.2, -97.7)",A,era5,200.2,-6.0,22.84,1969-05-06
"(30.2, -97.7)",A,era5,200.2,-6.0,22.39,1969-05-07
"(30.2, -97.7)",A,era5,200.2,-6.0,21.9,1969-05-08
"(30.2, -97.7)",A,era5,200.2,-6.0,18.46,1969-05-09
"(30.2, -97.7)",A,era5,200.2,-6.0,17.6,1969-05-10
"(30.2, -97.7)",A,era5,200.2,-6.0,20.86,1969-05-11
"(30.2, -97.7)",A,era5,200.2,-6.0,20.36,1969-05-12
"(30.2, -97.7)",A,era5,200.2,-6.0,20.69,1969-05-13
"(30.2, -97.7)",A,era5,200.2,-6.0,22.51,1969-05-14
"(30.2, -97.7)",A,era5,200.2,-6.0,22.36,1969-05-15
"(30.2, -97.7)",A,era5,200.2,-6.0,20.56,1969-05-16
"(30.2, -97.7)",A,era5,200.2,-6.0,21.07,1969-05-17
"(30.2, -97.7)",A,era5,200.2,-6.0,20.16,1969-05-18
"(30.2, -97.7)",A,era5,200.2,-6.0,21.65,1969-05-19
"(30.2, -97.7)",A,era5,200.2,-6.0,23.66,1969-05-20
"(30.2, -97.7)",A,era5,200.2,-6.0,24.28,1969-05-21
"(30.2, -97.7)",A,era5,200.2,-6.0,24.59,1969-05-22
"(30.2, -97.7)",A,era5,200.2,-6.0,24.54,1969-05-23
"(30.2, -97.7)",A,era5,200.2,-6.0,24.42,1969-05-24
"(30.2, -97.7)",A,era5,200.2,-6.0,24.65,1969-05-25
"(30.2, -97.7)",A,era5,200.2,-6.0,24.9,1969-05-26
"(30.2, -97.7)",A,era5,200.2,-6.0,24.75,1969-05-27
"(30.2, -97.7)",A,era5,200.2,-6.0,25.41,1969-05-28
"(30.2, -97.7)",A,era5,200.2,-6.0,26.1,1969-05-29
"(30.2, -97.7)",A,era5,200.2,-6.0,26.48,1969-05-30
"(30.2, -97.7)",A,era5,200.2,-6.0,26.53,1969-05-31
"(30.2, -97.7)",A,era5,200.2,-6.0,26.67,1969-06-01
"(30.2, -97.7)",A,era5,200.2,-6.0,24.43,1969-06-02
"(30.2, -97.7)",A,era5,200.2,-6.0,20.81,1969-06-03
"(30.2, -97.7)",A,era5,200.2,-6.0,18.78,1969-06-04
"(30.2, -97.7)",A,era5,200.2,-6.0,20.35,1969-06-05
"(30.2, -97.7)",A,era5,200.2,-6.0,22.49,1969-06-06
"(30.2, -97.7)",A,era5,200.2,-6.0,24.16,1969-06-07
"(30.2, -97.7)",A,era5,200.2,-6.0,24.72,1969-06-08
"(30.2, -97.7)",A,era5,200.2,-6.0,25.96,1969-06-09
"(30.2, -97.7)",A,era5,200.2,-6.0,26.35,1969-06-10
"(30.2, -97.7)",A,era5,200.2,-6.0,26.79,1969-06-11
"(30.2, -97.7)",A,era5,200.2,-6.0,27.17,1969-06-12
"(30.2, -97.7)",A,era5,200.2,-6.0,27.14,1969-06-13
"(30.2, -97.7)",A,era5,200.2,-6.0,27.01,1969-06-14
"(30.2, -97.7)",A,era5,200.2,-6.0,25.87,1969-06-15
"(30.2, -97.7)",A,era5,200.2,-6.0,24.02,1969-06-16
"(30.2, -97.7)",A,era5,200.2,-6.0,25.98,1969-06-17
"(30.2, -97.7)",A,era5,200.2,-6.0,26.86,1969-06-18
"(30.2, -97.7)",A,era5,200.2,-6.0,28.44,1969-06-19
"(30.2, -97.7)",A,era5,200.2,-6.0,29.87,1969-06-20
"(30.2, -97.7)",A,era5,200.2,-6.0,30.88,1969-06-21
"(30.2, -97.7)",A,era5,200.2,-6.0,30.98,1969-06-22
"(30.2, -97.7)",A,era5,200.2,-6.0,30.63,1969-06-23
"(30.2, -97.7)",A,era5,200.2,-6.0,29.55,1969-06-24
"(30.2, -97.7)",A,era5,200.2,-6.0,29.83,1969-06-25
"(30.2, -97.7)",A,era5,200.2,-6.0,29.78,1969-06-26
"(30.2, -97.7)",A,era5,200.2,-6.0,30.04,1969-06-27
"(30.2, -97.7)",A,era5,200.2,-6.0,29.87,1969-06-28
"(30.2, -97.7)",A,era5,200.2,-6.0,29.28,1969-06-29
"(30.2, -97.7)",A,era5,200.2,-6.0,29.53,1969-06-30
"(30.2, -97.7)",A,era5,200.2,-6.0,29.84,1969-07-01
"(30.2, -97.7)",A,era5,200.2,-6.0,29.68,1969-07-02
"(30.2, -97.7)",A,era5,200.2,-6.0,30.48,1969-07-03
"(30.2, -97.7)",A,era5,200.2,-6.0,30.28,1969-07-04
"(30.2, -97.7)",A,era5,200.2,-6.0,29.97,1969-07-05
"(30.2, -97.7)",A,era5,200.2,-6.0,30.18,1969-07-06
"(30.2, -97.7)",A,era5,200.2,-6.0,30.54,1969-07-07
"(30.2, -97.7)",A,era5,200.2,-6.0,30.29,1969-07-08
"(30.2, -97.7)",A,era5,200.2,-6.0,30.67,1969-07-09
"(30.2, -97.7)",A,era5,200.2,-6.0,31.37,1969-07-10
"(30.2, -97.7)",A,era5,200.2,-6.0,31.17,1969-07-11
"(30.2, -97.7)",A,era5,200.2,-6.0,29.85,1969-07-12
"(30.2, -97.7)",A,era5,200.2,-6.0,30.93,1969-07-13
"(30.2, -97.7)",A,era5,200.2,-6.0,30.83,1969-07-14
"(30.2, -97.7)",A,era5,200.2,-6.0,31.8,1969-07-15
"(30.2, -97.7)",A,era5,200.2,-6.0,30.08,1969-07-16
"(30.2, -97.7)",A,era5,200.2,-6.0,28.96,1969-07-17
"(30.2, -97.7)",A,era5,200.2,-6.0,28.7,1969-07-18
"(30.2, -97.7)",A,era5,200.2,-6.0,30.04,1969-07-19
