"coordinates (lat,lon)",location_id (id),model (name),model elevation (surface),utc_offset (hrs),temperature (degC),datetime
"(30.2, -97.7)",A,era5,200.2,-6.0,27.6,1965-08-12
"(30.2, -97.7)",A,era5,200.2,-6.0,26.93,1965-08-13
"(30.2, -97.7)",A,era5,200.2,-6.0,27.47,1965-08-14
"(30.2, -97.7)",A,era5,200.2,-6.0,26.53,1965-08-15
"(30.2, -97.7)",A,era5,200.2,-6.0,27.87,1965-08-16
"(30.2, -97.7)",A,era5,200.2,-6.0,28.64,1965-08-17
"(30.2, -97.7)",A,era5,200.2,-6.0,29.27,1965-08-18
"(30.2, -97.7)",A,era5,200.2,-6.0,29.53,1965-08-19
"(30.2, -97.7)",A,era5,200.2,-6.0,29.47,1965-08-20
"(30.2, -97.7)",A,era5,200.2,-6.0,28.78,1965-08-21
"(30.2, -97.7)",A,era5,200.2,-6.0,29.06,1965-08-22
"(30.2, -97.7)",A,era5,200.2,-6.0,28.94,1965-08-23
"(30.2, -97.7)",A,era5,200.2,-6.0,28.49,1965-08-24
"(30.2, -97.7)",A,era5,200.2,-6.0,27.76,1965-08-25
"(30.2, -97.7)",A,era5,200.2,-6.0,28.89,1965-08-26
"(30.2, -97.7)",A,era5,200.2,-6.0,29.44,1965-08-27
"(30.2, -97.7)",A,era5,200.2,-6.0,29.11,1965-08-28
"(30.2, -97.7)",A,era5,200.2,-6.0,27.35,1965-08-29
"(30.2, -97.7)",A,era5,200.2,-6.0,28.11,1965-08-30
"(30.2, -97.7)",A,era5,200.2,-6.0,29.6,1965-08-31
"(30.2, -97.7)",A,era5,200.2,-6.0,27.55,1965-09-01
"(30.2, -97.7)",A,era5,200.2,-6.0,25.95,1965-09-02
"(30.2, -97.7)",A,era5,200.2,-6.0,27.96,1965-09-03
"(30.2, -97.7)",A,era5,200.2,-6.0,28.63,1965-09-04
"(30.2, -97.7)",A,era5,200.2,-6.0,28.98,1965-09-05
"(30.2, -97.7)",A,era5,200.2,-6.0,28.27,1965-09-06
"(30.2, -97.7)",A,era5,200.2,-6.0,27.67,1965-09-07
"(30.2, -97.7)",A,era5,200.2,-6.0,28.3,1965-09-08
"(30.2, -97.7)",A,era5,200.2,-6.0,28.43,1965-09-09
"(30.2, -97.7)",A,era5,200.2,-6.0,28.86,1965-09-10
"(30.2, -97.7)",A,era5,200.2,-6.0,28.75,1965-09-11
"(30.2, -97.7)",A,era5,200.2,-6.0,29.34,1965-09-12
"(30.2, -97.7)",A,era5,200.2,-6.0,30.13,1965-09-13
"(30.2, -97.7)",A,era5,200.2,-6.0,30.03,1965-09-14
"(30.2, -97.7)",A,era5,200.2,-6.0,29.64,1965-09-15
"(30.2, -97.7)",A,era5,200.2,-6.0,29.69,1965-09-16
"(30.2, -97.7)",A,era5,200.2,-6.0,29.0,1965-09-17
"(30.2, -97.7)",A,era5,200.2,-6.0,28.14,1965-09-18
"(30.2, -97.7)",A,era5,200.2,-6.0,27.52,1965-09-19
"(30.2, -97.7)",A,era5,200.2,-6.0,27.11,1965-09-20
"(30.2, -97.7)",A,era5,200.2,-6.0,27.59,1965-09-21
"(30.2, -97.7)",A,era5,200.2,-6.0,24.83,1965-09-22
"(30.2, -97.7)",A,era5,200.2,-6.0,22.66,1965-09-23
"(30.2, -97.7)",A,era5,200.2,-6.0,23.1,1965-09-24
"(30.2, -97.7)",A,era5,200.2,-6.0,19.58,1965-09-25
"(30.2, -97.7)",A,era5,200.2,-6.0,17.94,1965-09-26
"(30.2, -97.7)",A,era5,200.2,-6.0,19.09,1965-09-27
"(30.2, -97.7)",A,era5,200.2,-6.0,21.23,1965-09-28
"(30.2, -97.7)",A,era5,200.2,-6.0,23.47,1965-09-29
"(30.2, -97.7)",A,era5,200.2,-6.0,21.17,1965-09-30
"(30.2, -97.7)",A,era5,200.2,-6.0,17.16,1965-10-01
"(30.2, -97.7)",A,era5,200.2,-6.0,16.14,1965-10-02
"(30.2, -97.7)",A,era5,200.2,-6.0,15.99,1965-10-03
"(30.2, -97.7)",A,era5,200.2,-6.0,14.77,1965-10-04
"(30.2, -97.7)",A,era5,200.2,-6.0,16.33,1965-10-05
"(30.2, -97.7)",A,era5,200.2,-6.0,16.82,1965-10-06
"(30.2, -97.7)",A,era5,200.2,-6.0,19.36,1965-10-07
"(30.2, -97.7)",A,era5,200.2,-6.0,21.34,1965-10-08
"(30.2, -97.7)",A,era5,200.2,-6.0,22.18,1965-10-09
"(30.2, -97.7)",A,era5,200.2,-6.0,22.33,1965-10-10
"(30.2, -97.7)",A,era5,200.2,-6.0,22.34,1965-10-11
"(30.2, -97.7)",A,era5,200.2,-6.0,21.23,1965-10-12
"(30.2, -97.7)",A,era5,200.2,-6.0,20.95,1965-10-13
"(30.2, -97.7)",A,era5,200.2,-6.0,23.2,1965-10-14
"(30.2, -97.7)",A,era5,200.2,-6.0,24.18,1965-10-15
"(30.2, -97.7)",A,era5,200.2,-6.0,24.8,1965-10-16
"(30.2, -97.7)",A,era5,200.2,-6.0,25.05,1965-10-17
"(30.2, -97.7)",A,era5,200.2,-6.0,22.7,1965-10-18
"(30.2, -97.7)",A,era5,200.2,-6.0,20.29,1965-10-19
"(30.2, -97.7)",A,era5,200.2,-6.0,20.58,1965-10-20
"(30.2, -97.7)",A,era5,200.2,-6.0,18.53,1965-10-21
"(30.2, -97.7)",A,era5,200.2,-6.0,15.05,1965-10-22
"(30.2, -97.7)",A,era5,200.2,-6.0,16.13,1965-10-23
"(30.2, -97.7)",A,era5,200.2,-6.0,17.82,1965-10-24
"(30.2, -97.7)",A,era5,200.2,-6.0,12.17,1965-10-25
"(30.2, -97.7)",A,era5,200.2,-6.0,13.74,1965-10-26
"(30.2, -97.7)",A,era5,200.2,-6.0,15.68,1965-10-27
"(30.2, -97.7)",A,era5,200.2,-6.0,15.17,1965-10-28
"(30.2, -97.7)",A,era5,200.2,-6.0,15.62,1965-10-29
"(30.2, -97.7)",A,era5,200.2,-6.0,15.19,1965-10-30
"(30.2, -97.7)",A,era5,200.2,-6.0,15.4,1965-10-31
"(30.2, -97.7)",A,era5,200.2,-6.0,15.43,1965-11-01
"(30.2, -97.7)",A,era5,200.2,-6.0,16.22,1965-11-02
"(30.2, -97.7)",A,era5,200.2,-6.0,16.89,1965-11-03
"(30.2, -97.7)",A,era5,200.2,-6.0,19.01,1965-11-04
"(30.2, -97.7)",A,era5,200.2,-6.0,18.61,1965-11-05
"(30.2, -97.7)",A,era5,200.2,-6.0,17.23,1965-11-06
"(30.2, -97.7)",A,era5,200.2,-6.0,16.22,1965-11-07
"(30.2, -97.7)",A,era5,200.2,-6.0,18.61,1965-11-08
"(30.2, -97.7)",A,era5,200.2,-6.0,17.35,1965-11-09
"(30.2, -97.7)",A,era5,200.2,-6.0,14.74,1965-11-10
"(30.2, -97.7)",A,era5,200.2,-6.0,16.14,1965-11-11
"(30.2, -97.7)",A,era5,200.2,-6.0,19.06,1965-11-12
"(30.2, -97.7)",A,era5,200.2,-6.0,17.13,1965-11-13
"(30.2, -97.7)",A,era5,200.2,-6.0,19.06,1965-11-14
"(30.2, -97.7)",A,era5,200.2,-6.0,20.76,1965-11-15
"(30.2, -97.7)",A,era5,200.2,-6.0,21.73,1965-11-16
"(30.2, -97.7)",A,era5,200.2,-6.0,17.13,1965-11-17
"(30.2, -97.7)",A,era5,200.2,-6.0,16.47,1965-11-18
"(30.2, -97.7)",A,era5,200.2,-6.0,19.77,1965-11-19
"(30.2, -97.7)",A,era5,200.2,-6.0,20.51,1965-11-20
"(30.2, -97.7)",A,era5,200.2,-6.0,20.75,1965-11-21
"(30.2, -97.7)",A,era5,200.2,-6.0,17.07,1965-11-22
"(30.2, -97.7)",A,era5,200.2,-6.0,16.23,1965-11-23
"(30.2, -97.7)",A,era5,200.2,-6.0,21.01,1965-11-24
"(30.2, -97.7)",A,era5,200.2,-6.0,21.2,1965-11-25
"(30.2, -97.7)",A,era5,200.2,-6.0,22.38,1965-11-26
"(30.2, -97.7)",A,era5,200.2,-6.0,17.56,1965-11-27
"(30.2, -97.7)",A,era5,200.2,-6.0,14.83,1965-11-28
"(30.2, -97.7)",A,era5,200.2,-6.0,12.53,1965-11-29
"(30.2, -97.7)",A,era5,200.2,-6.0,9.22,1965-11-30
"(30.2, -97.7)",A,era5,200.2,-6.0,10.47,1965-12-01
"(30.2, -97.7)",A,era5,200.2,-6.0,10.87,1965-12-02
"(30.2, -97.7)",A,era5,200.2,-6.0,11.71,1965-12-03
"(30.2, -97.7)",A,era5,200.2,-6.0,11.92,1965-12-04
"(30.2, -97.7)",A,era5,200.2,-6.0,11.5,1965-12-05
"(30.2, -97.7)",A,era5,200.2,-6.0,13.24,1965-12-06
"(30.2, -97.7)",A,era5,200.2,-6.0,10.92,1965-12-07
"(30.2, -97.7)",A,era5,200.2,-6.0,9.41,1965-12-08
"(30.2, -97.7)",A,era5,200.2,-6.0,15.93,1965-12-09
"(30.2, -97.7)",A,era5,200.2,-6.0,19.03,1965-12-10
"(30.2, -97.7)",A,era5,200.2,-6.0,20.85,1965-12-11
"(30.2, -97.7)",A,era5,200.2,-6.0,17.0,1965-12-12
"(30.2, -97.7)",A,era5,200.2,-6.0,12.52,1965-12-13
"(30.2, -97.7)",A,era5,200.2,-6.0,16.43,1965-12-14
"(30.2, -97.7)",A,era5,200.2,-6.0,13.04,1965-12-15
"(30.2, -97.7)",A,era5,200.2,-6.0,9.42,1965-12-16
"(30.2, -97.7)",A,era5,200.2,-6.0,9.96,1965-12-17
"(30.2, -97.7)",A,era5,200.2,-6.0,9.73,1965-12-18
"(30.2, -97.7)",A,era5,200.2,-6.0,8.08,1965-12-19
"(30.2, -97.7)",A,era5,200.2,-6.0,7.08,1965-12-20
"(30.2, -97.7)",A,era5,200.2,-6.0,8.72,1965-12-21
"(30.2, -97.7)",A,era5,200.2,-6.0,11.71,1965-12-22
"(30.2, -97.7)",A,era5,200.2,-6.0,18.3,1965-12-23
"(30.2, -97.7)",A,era5,200.2,-6.0,16.0,1965-12-24
"(30.2, -97.7)",A,era5,200.2,-6.0,7.61,1965-12-25
"(30.2, -97.7)",A,era5,200.2,-6.0,6.23,1965-12-26
"(30.2, -97.7)",A,era5,200.2,-6.0,7.85,1965-12-27
"(30.2, -97.7)",A,era5,200.2,-6.0,9.28,1965-12-28
"(30.2, -97.7)",A,era5,200.2,-6.0,12.77,1965-12-29
"(30.2, -97.7)",A,era5,200.2,-6.0,17.24,1965-12-30
"(30.2, -97.7)",A,era5,200.2,-6.0,20.01,1965-12-31
"(30.2, -97.7)",A,era5,200.2,-6.0,20.21,1966-01-01
"(30.2, -97.7)",A,era5,200.2,-6.0,16.93,1966-01-02
"(30.2, -97.7)",A,era5,200.2,-6.0,8.17,1966-01-03
"(30.2, -97.7)",A,era5,200.2,-6.0,6.43,1966-01-04
"(30.2, -97.7)",A,era5,200.2,-6.0,7.86,1966-01-05
"(30.2, -97.7)",A,era5,200.2,-6.0,8.32,1966-01-06
"(30.2, -97.7)",A,era5,200.2,-6.0,9.86,1966-01-07
"(30.2, -97.7)",A,era5,200.2,-6.0,9.97,1966-01-08
"(30.2, -97.7)",A,era5,200.2,-6.0,11.61,1966-01-09
"(30.2, -97.7)",A,era5,200.2,-6.0,12.27,1966-01-10
"(30.2, -97.7)",A,era5,200.2,-6.0,11.87,1966-01-11
"(30.2, -97.7)",A,era5,200.2,-6.0,15.21,1966-01-12
"(30.2, -97.7)",A,era5,200.2,-6.0,12.3,1966-01-13
"(30.2, -97.7)",A,era5,200.2,-6.0,7.49,1966-01-14
"(30.2, -97.7)",A,era5,200.2,-6.0,6.05,1966-01-15
"(30.2, -97.7)",A,era5,200.2,-6.0,8.31,1966-01-16
"(30.2, -97.7)",A,era5,200.2,-6.0,6.84,1966-01-17
"(30.2, -97.7)",A,era5,200.2,-6.0,3.18,1966-01-18
"(30.2, -97.7)",A,era5,200.2,-6.0,4.14,1966-01-19
"(30.2, -97.7)",A,era5,200.2,-6.0,3.61,1966-01-20
"(30.2, -97.7)",A,era5,200.2,-6.0,1.45,1966-01-21
"(30.2, -97.7)",A,era5,200.2,-6.0,-0.3,1966-01-22
"(30.2, -97.7)",A,era5,200.2,-6.0,-2.84,1966-01-23
"(30.2, -97.7)",A,era5,200.2,-6.0,1.94,1966-01-24
"(30.2, -97.7)",A,era5,200.2,-6.0,3.73,1966-01-25
"(30.2, -97.7)",A,era5,200.2,-6.0,2.69,1966-01-26
"(30.2, -97.7)",A,era5,200.2,-6.0,2.8,1966-01-27
"(30.2, -97.7)",A,era5,200.2,-6.0,8.83,1966-01-28
"(30.2, -97.7)",A,era5,200.2,-6.0,-1.66,1966-01-29
"(30.2, -97.7)",A,era5,200.2,-6.0,-3.86,1966-01-30
"(30.2, -97.7)",A,era5,200.2,-6.0,6.24,1966-01-31
"(30.2, -97.7)",A,era5,200.2,-6.0,8.1,1966-02-01
"(30.2, -97.7)",A,era5,200.2,-6.0,1.21,1966-02-02
"(30.2, -97.7)",A,era5,200.2,-6.0,2.26,1966-02-03
"(30.2, -97.7)",A,era5,200.2,-6.0,4.48,1966-02-04
"(30.2, -97.7)",A,era5,200.2,-6.0,7.57,1966-02-05
"(30.2, -97.7)",A,era5,200.2,-6.0,14.73,1966-02-06
"(30.2, -97.7)",A,era5,200.2,-6.0,17.94,1966-02-07
"(30.2, -97.7)",A,era5,200.2,-6.0,18.69,1966-02-08
"(30.2, -97.7)",A,era5,200.2,-6.0,18.67,1966-02-09
"(30.2, -97.7)",A,era5,200.2,-6.0,13.32,1966-02-10
"(30.2, -97.7)",A,era5,200.2,-6.0,10.54,1966-02-11
"(30.2, -97.7)",A,era5,200.2,-6.0,10.33,1966-02-12
"(30.2, -97.7)",A,era5,200.2,-6.0,10.5,1966-02-13
"(30.2, -97.7)",A,era5,200.2,-6.0,8.52,1966-02-14
"(30.2, -97.7)",A,era5,200.2,-6.0,5.49,1966-02-15
"(30.2, -97.7)",A,era5,200.2,-6.0,8.51,1966-02-16
"(30.2, -97.7)",A,era5,200.2,-6.0,5.08,1966-02-17
"(30.2, -97.7)",A,era5,200.2,-6.0,7.21,1966-02-18
"(30.2, -97.7)",A,era5,200.2,-6.0,10.47,1966-02-19
"(30.2, -97.7)",A,era5,200.2,-6.0,11.24,1966-02-20
"(30.2, -97.7)",A,era5,200.2,-6.0,10.5,1966-02-21
"(30.2, -97.7)",A,era5,200.2,-6.0,2.57,1966-02-22
"(30.2, -97.7)",A,era5,200.2,-6.0,-0.27,1966-02-23
"(30.2, -97.7)",A,era5,200.2,-6.0,2.22,1966-02-24
"(30.2, -97.7)",A,era5,200.2,-6.0,4.02,1966-02-25
"(30.2, -97.7)",A,era5,200.2,-6.0,9.22,1966-02-26
"(30.2, -97.7)",A,era5,200.2,-6.0,9.77,1966-02-27
"(30.2, -97.7)",A,era5,200.2,-6.0,12.25,1966-02-28
"(30.2, -97.7)",A,era5,200.2,-6.0,11.2,1966-03-01
"(30.2, -97.7)",A,era5,200.2,-6.0,16.1,1966-03-02
"(30.2, -97.7)",A,era5,200.2,-6.0,17.89,1966-03-03
"(30.2, -97.7)",A,era5,200.2,-6.0,11.74,1966-03-04
"(30.2, -97.7)",A,era5,200.2,-6.0,7.17,1966-03-05
"(30.2, -97.7)",A,era5,200.2,-6.0,6.09,1966-03-06
"(30.2, -97.7)",A,era5,200.2,-6.0,6.84,1966-03-07
"(30.2, -97.7)",A,era5,200.2,-6.0,11.79,1966-03-08
"(30.2, -97.7)",A,era5,200.2,-6.0,13.4,1966-03-09
"(30.2, -97.7)",A,era5,200.2,-6.0,14.78,1966-03-10
"(30.2, -97.7)",A,era5,200.2,-6.0,16.8,1966-03-11
"(30.2, -97.7)",A,era5,200.2,-6.0,17.94,1966-03-12
"(30.2, -97.7)",A,era5,200.2,-6.0,15.07,1966-03-13
"(30.2, -97.7)",A,era5,200.2,-6.0,14.2,1966-03-14
"(30.2, -97.7)",A,era5,200.2,-6.0,15.06,1966-03-15
"(30.2, -97.7)",A,era5,200.2,-6.0,17.19,1966-03-16
"(30.2, -97.7)",A,era5,200.2,-6.0,18.09,1966-03-17
"(30.2, -97.7)",A,era5,200.2,-6.0,18.16,1966-03-18
"(30.2, -97.7)",A,era5,200.2,-6.0,17.54,1966-03-19
"(30.2, -97.7)",A,era5,200.2,-6.0,19.35,1966-03-20
"(30.2, -97.7)",A,era5,200.2,-6.0,20.08,1966-03-21
"(30.2, -97.7)",A,era5,200.2,-6.0,20.77,1966-03-22
"(30.2, -97.7)",A,era5,200.2,-6.0,13.84,1966-03-23
"(30.2, -97.7)",A,era5,200.2,-6.0,8.93,1966-03-24
"(30.2, -97.7)",A,era5,200.2,-6.0,10.31,1966-03-25
"(30.2, -97.7)",A,era5,200.2,-6.0,14.03,1966-03-26
"(30.2, -97.7)",A,era5,200.2,-6.0,17.07,1966-03-27
"(30.2, -97.7)",A,era5,200.2,-6.0,17.15,1966-03-28
"(30.2, -97.7)",A,era5,200.2,-6.0,12.25,1966-03-29
"(30.2, -97.7)",A,era5,200.2,-6.0,14.21,1966-03-30
"(30.2, -97.7)",A,era5,200.2,-6.0,18.47,1966-03-31
"(30.2, -97.7)",A,era5,200.2,-6.0,20.43,1966-04-01
"(30.2, -97.7)",A,era5,200.2,-6.0,17.37,1966-04-02
"(30.2, -97.7)",A,era5,200.2,-6.0,21.71,1966-04-03
"(30.2, -97.7)",A,era5,200.2,-6.0,17.5,1966-04-04
"(30.2, -97.7)",A,era5,200.2,-6.0,12.82,1966-04-05
"(30.2, -97.7)",A,era5,200.2,-6.0,14.47,1966-04-06
"(30.2, -97.7)",A,era5,200.2,-6.0,19.16,1966-04-07
"(30.2, -97.7)",A,era5,200.2,-6.0,20.06,1966-04-08
"(30.2, -97.7)",A,era5,200.2,-6.0,19.95,1966-04-09
"(30.2, -97.7)",A,era5,200.2,-6.0,20.13,1966-04-10
"(30.2, -97.7)",A,era5,200.2,-6.0,21.17,1966-04-11
"(30.2, -97.7)",A,era5,200.2,-6.0,23.43,1966-04-12
"(30.2, -97.7)",A,era5,200.2,-6.0,22.34,1966-04-13
"(30.2, -97.7)",A,era5,200.2,-6.0,17.09,1966-04-14
"(30.2, -97.7)",A,era5,200.2,-6.0,16.42,1966-04-15
"(30.2, -97.7)",A,era5,200.2,-6.0,17.66,1966-04-16
"(30.2, -97.7)",A,era5,200.2,-6.0,18.63,1966-04-17
"(30.2, -97.7)",A,era5,200.2,-6.0,19.63,1966-04-18
"(30.2, -97.7)",A,era5,200.2,-6.0,23.85,1966-04-19
"(30.2, -97.7)",A,era5,200.2,-6.0,23.12,1966-04-20
"(30.2, -97.7)",A,era5,200.2,-6.0,15.04,1966-04-21
"(30.2, -97.7)",A,era5,200.2,-6.0,17.5,1966-04-22
"(30.2, -97.7)",A,era5,200.2,-6.0,22.16,1966-04-23
"(30.2, -97.7)",A,era5,200.2,-6.0,21.92,1966-04-24
"(30.2, -97.7)",A,era5,200.2,-6.0,21.15,1966-04-25
"(30.2, -97.7)",A,era5,200.2,-6.0,21.11,1966-04-26
"(30.2, -97.7)",A,era5,200.2,-6.0,23.79,1966-04-27
"(30.2, -97.7)",A,era5,200.2,-6.0,23.66,1966-04-28
"(30.2, -97.7)",A,era5,200.2,-6.0,23.37,1966-04-29
"(30.2, -97.7)",A,era5,200.2,-6.0,24.16,1966-04-30
"(30.2, -97.7)",A,era5,200.2,-6.0,18.28,1966-05-01
"(30.2, -97.7)",A,era5,200.2,-6.0,14.48,1966-05-02
"(30.2, -97.7)",A,era5,200.2,-6.0,17.07,1966-05-03
"(30.2, -97.7)",A,era5,200.2,-6.0,18.25,1966-05-04
"(30.2, -97.7)",A,era5,200.2,-6.0,18.26,1966-05-05
"(30.2, -97.7)",A,era5,200.2,-6.0,19.41,1966-05-06
"(30.2, -97.7)",A,era5,200.2,-6.0,20.5,1966-05-07
"(30.2, -97.7)",A,era5,200.2,-6.0,21.29,1966-05-08
"(30.2, -97.7)",A,era5,200.2,-6.0,22.26,1966-05-09
"(30.2, -97.7)",A,era5,200.2,-6.0,22.08,1966-05-10
"(30.2, -97.7)",A,era5,200.2,-6.0,22.88,1966-05-11
"(30.2, -97.7)",A,era5,200.2,-6.0,22.81,1966-05-12
"(30.2, -97.7)",A,era5,200.2,-6.0,20.1,1966-05-13
"(30.2, -97.7)",A,era5,200.2,-6.0,20.49,1966-05-14
"(30.2, -97.7)",A,era5,200.2,-6.0,25.21,1966-05-15
"(30.2, -97.7)",A,era5,200.2,-6.0,25.56,1966-05-16
"(30.2, -97.7)",A,era5,200.2,-6.0,26.78,1966-05-17
"(30.2, -97.7)",A,era5,200.2,-6.0,26.56,1966-05-18
"(30.2, -97.7)",A,era5,200.2,-6.0,23.1,1966-05-19
"(30.2, -97.7)",A,era5,200.2,-6.0,23.51,1966-05-20
"(30.2, -97.7)",A,era5,200.2,-6.0,25.16,1966-05-21
"(30.2, -97.7)",A,era5,200.2,-6.0,26.83,1966-05-22
"(30.2, -97.7)",A,era5,200.2,-6.0,26.83,1966-05-23
"(30.2, -97.7)",A,era5,200.2,-6.0,24.6,1966-05-24
"(30.2, -97.7)",A,era5,200.2,-6.0,22.61,1966-05-25
"(30.2, -97.7)",A,era5,200.2,-6.0,21.73,1966-05-26
"(30.2, -97.7)",A,era5,200.2,-6.0,21.55,1966-05-27
"(30.2, -97.7)",A,era5,200.2,-6.0,23.42,1966-05-28
"(30.2, -97.7)",A,era5,200.2,-6.0,23.32,1966-05-29
"(30.2, -97.7)",A,era5,200.2,-6.0,23.8,1966-05-30
"(30.2, -97.7)",A,era5,200.2,-6.0,24.43,1966-05-31
"(30.2, -97.7)",A,era5,200.2,-6.0,23.9,1966-06-01
"(30.2, -97.7)",A,era5,200.2,-6.0,22.58,1966-06-02
"(30.2, -97.7)",A,era5,200.2,-6.0,22.79,1966-06-03
"(30.2, -97.7)",A,era5,200.2,-6.0,23.92,1966-06-04
"(30.2, -97.7)",A,era5,200.2,-6.0,25.25,1966-06-05
"(30.2, -97.7)",A,era5,200.2,-6.0,26.08,1966-06-06
"(30.2, -97.7)",A,era5,200.2,-6.0,26.62,1966-06-07
"(30.2, -97.7)",A,era5,200.2,-6.0,26.62,1966-06-08
"(30.2, -97.7)",A,era5,200.2,-6.0,26.71,1966-06-09
"(30.2, -97.7)",A,era5,200.2,-6.0,26.64,1966-06-10
"(30.2, -97.7)",A,era5,200.2,-6.0,26.49,1966-06-11
"(30.2, -97.7)",A,era5,200.2,-6.0,26.46,1966-06-12
"(30.2, -97.7)",A,era5,200.2,-6.0,26.58,1966-06-13
"(30.2, -97.7)",A,era5,200.2,-6.0,26.47,1966-06-14
"(30.2, -97.7)",A,era5,200.2,-6.0,26.99,1966-06-15
"(30.2, -97.7)",A,era5,200.2,-6.0,27.27,1966-06-16
"(30.2, -97.7)",A,era5,200.2,-6.0,27.35,1966-06-17
"(30.2, -97.7)",A,era5,200.2,-6.0,25.04,1966-06-18
"(30.2, -97.7)",A,era5,200.2,-6.0,23.2,1966-06-19
"(30.2, -97.7)",A,era5,200.2,-6.0,24.46,1966-06-20
"(30.2, -97.7)",A,era5,200.2,-6.0,25.54,1966-06-21
"(30.2, -97.7)",A,era5,200.2,-6.0,25.9,1966-06-22
"(30.2, -97.7)",A,era5,200.2,-6.0,25.34,1966-06-23
"(30.2, -97.7)",A,era5,200.2,-6.0,25.81,1966-06-24
"(30.2, -97.7)",A,era5,200.2,-6.0,26.26,1966-06-25
"(30.2, -97.7)",A,era5,200.2,-6.0,26.45,1966-06-26
"(30.2, -97.7)",A,era5,200.2,-6.0,26.43,1966-06-27
"(30.2, -97.7)",A,era5,200.2,-6.0,26.04,1966-06-28
"(30.2, -97.7)",A,era5,200.2,-6.0,26.57,1966-06-29
"(30.2, -97.7)",A,era5,200.2,-6.0,27.6,1966-06-30
"(30.2, -97.7)",A,era5,200.2,-6.0,28.4,1966-07-01
"(30.2, -97.7)",A,era5,200.2,-6.0,27.55,1966-07-02
"(30.2, -97.7)",A,era5,200.2,-6.0,27.61,1966-07-03
"(30.2, -97.7)",A,era5,200.2,-6.0,27.79,1966-07-04
"(30.2, -97.7)",A,era5,200.2,-6.0,27.66,1966-07-05
"(30.2, -97.7)",A,era5,200.2,-6.0,26.36,1966-07-06
"(30.2, -97.7)",A,era5,200.2,-6.0,27.96,1966-07-07
"(30.2, -97.7)",A,era5,200.2,-6.0,28.14,1966-07-08
"(30.2, -97.7)",A,era5,200.2,-6.0,28.34,1966-07-09
"(30.2, -97.7)",A,era5,200.2,-6.0,28.7,1966-07-10
"(30.2, -97.7)",A,era5,200.2,-6.0,28.69,1966-07-11
"(30.2, -97.7)",A,era5,200.2,-6.0,28.83,1966-07-12
"(30.2, -97.7)",A,era5,200.2,-6.0,27.87,1966-07-13
"(30.2, -97.7)",A,era5,200.2,-6.0,29.19,1966-07-14
"(30.2, -97.7)",A,era5,200.2,-6.0,30.04,1966-07-15
"(30.2, -97.7)",A,era5,200.2,-6.0,30.44,1966-07-16
"(30.2, -97.7)",A,era5,200.2,-6.0,30.03,1966-07-17
"(30.2, -97.7)",A,era5,200.2,-6.0,29.6,1966-07-18
"(30.2, -97.7)",A,era5,200.2,-6.0,30.03,1966-07-19
"(30.2, -97.7)",A,era5,200.2,-6.0,30.4,1966-07-20
"(30.2, -97.7)",A,era5,200.2,-6.0,30.39,1966-07-21
"(30.2, -97.7)",A,era5,200.2,-6.0,30.58,1966-07-22
"(30.2, -97.7)",A,era5,200.2,-6.0,30.62,1966-07-23
"(30.2, -97.7)",A,era5,200.2,-6.0,30.05,1966-07-24
"(30.2, -97.7)",A,era5,200.2,-6.0,29.12,1966-07-25
"(30.2, -97.7)",A,era5,200.2,-6.0,29.39,1966-07-26
"(30.2, -97.7)",A,era5,200.2,-6.0,30.05,1966-07-27
"(30.2, -97.7)",A,era5,200.2,-6.0,30.11,1966-07-28
"(30.2, -97.7)",A,era5,200.2,-6.0,30.53,1966-07-29
"(30.2, -97.7)",A,era5,200.2,-6.0,30.81,1966-07-30
"(30.2, -97.7)",A,era5,200.2,-6.0,31.07,1966-07-31
"(30.2, -97.7)",A,era5,200.2,-6.0,31.29,1966-08-01
"(30.2, -97.7)",A,era5,200.2,-6.0,30.96,1966-08-02
"(30.2, -97.7)",A,era5,200.2,-6.0,29.36,1966-08-03
"(30.2, -97.7)",A,era5,200.2,-6.0,28.45,1966-08-04
"(30.2, -97.7)",A,era5,200.2,-6.0,29.42,1966-08-05
"(30.2, -97.7)",A,era5,200.2,-6.0,29.8,1966-08-06
"(30.2, -97.7)",A,era5,200.2,-6.0,27.33,1966-08-07
"(30.2, -97.7)",A,era5,200.2,-6.0,28.15,1966-08-08
"(30.2, -97.7)",A,era5,200.2,-6.0,29.09,1966-08-09
"(30.2, -97.7)",A,era5,200.2,-6.0,29.31,1966-08-10
"(30.2, -97.7)",A,era5,200.2,-6.0,28.3,1966-08-11
"(30.2, -97.7)",A,era5,200.2,-6.0,27.09,1966-08-12
"(30.2, -97.7)",A,era5,200.2,-6.0,28.2,1966-08-13
"(30.2, -97.7)",A,era5,200.2,-6.0,28.4,1966-08-14
"(30.2, -97.7)",A,era5,200.2,-6.0,29.01,1966-08-15
"(30.2, -97.7)",A,era5,200.2,-6.0,28.87,1966-08-16
"(30.2, -97.7)",A,era5,200.2,-6.0,29.57,1966-08-17
"(30.2, -97.7)",A,era5,200.2,-6.0,29.36,1966-08-18
"(30.2, -97.7)",A,era5,200.2,-6.0,29.8,1966-08-19
"(30.2, -97.7)",A,era5,200.2,-6.0,27.44,1966-08-20
"(30.2, -97.7)",A,era5,200.2,-6.0,28.3,1966-08-21
"(30.2, -97.7)",A,era5,200.2,-6.0,28.28,1966-08-22
